Hybridization REF	TCGA-AA-A00K-01A-02R-A002-07
CCDC83	-2.2368
ITGA1	1.7127
EPHA5	-1.4824
FAM24B	-0.0821666666666667
TSGA10	1.665
HAL	-1.71233333333333
MYOT	0.56775
SPACA3	3.37775
BCL2L2	0.0571666666666667
CUGBP2	0.739166666666667
CCNB3	-1.02275
RNF113B	0.6835
MERTK	0.39975
BAG1	-0.0025
VPS36	0.5535
ORMDL3	0.2632
C1orf190	-1.97825
ZNF625	-0.73275
CORO2B	-2.7495
ALOX15	-1.1475
CST1	0.999
NUPR1	0.0166666666666667
CCL7	0.5065
SMCR5	-3.07
DSC2	1.916
RBMS2	0.276
GRIK4	0.5905
TRIM65	0.075
TMPRSS6	-0.399142857142857
TP53INP2	-0.0125
GLB1L	-0.001
LOC388284	-0.838333333333333
PUS1	1.22407142857143
BCL9L	-0.7125
OLFM1	-1.92308333333333
RET	-1.62225
MASTL	-1.88566666666667
ALX3	-0.1795
IL1RL1	0.566833333333333
ZNF765	-0.0878000000000001
C14orf138	-0.80175
SNX10	-1.76433333333333
TAC4	-0.4135
C1orf64	-3.186875
POGK	-0.2165
MAPK9	-0.16325
ZNF366	1.6185
C8orf79	1.4314
CLDN7	4.00425
OR5AT1	-0.043
TRIM37	-2.5945
LRRC25	1.64725
GRHL2	1.9419
TEKT3	-1.14675
LASS5	-0.166166666666667
ABCC4	-0.847833333333333
DLG3	2.29
VGLL1	0.44
ZFP36L2	1.79166666666667
MFRP	-0.0553333333333334
KIAA1799	-1.28275
FLJ44379	-0.0775
PCNX	-0.06475
ANXA9	-0.8815
CYP4V2	0.8177
PIK3C2A	0.35175
SRR	-0.5465
NOL3	-1.14775
IFITM2	1.8305
ARNTL2	-0.01625
ZNF595	-3.4635
NLRP13	-0.088
ASPH	0.97575
CPA2	0.423
PVRIG	-1.93616666666667
LEPR	-2.01283333333333
C16orf42	0.298166666666667
SH3BGRL	-0.05925
FAM77D	-0.3135
FNDC7	0.2765
C9orf6	0.124333333333333
NOTCH2NL	-1.16566666666667
PGBD1	-1.21733333333333
SYNGR2	1.1885
PITPNA	0.02075
PRPF4B	-0.8227
SLC43A3	-2.27221428571429
NRBP1	-0.2055
SLC25A22	0.42725
ILK	-0.037375
SLC22A8	0.408666666666667
MRPS7	-0.332
PITX2	3.30475
FABP3	-1.56925
OR1L1	0.0815
LOC728215	-1.470875
BLID	-1.0445
KIAA1217	1.62623529411765
TFPT	-0.048
AP4B1	0.18025
VBP1	-0.87475
OR1K1	-0.0315
MORC3	-0.127
BHMT2	-1.52116666666667
C3orf10	-0.34175
FZD7	-0.0846666666666667
WFDC10A	0.407
PMS2CL	-0.5965
CCDC32	0.696166666666667
FA2H	3.501
ALG13	-0.0955
TTLL7	-0.1548
SPOCK3	0.00850000000000004
SLC13A2	0.5055
AIM1	2.34225
GPRC6A	3.674
EGR2	1.61475
MED11	0.19375
WWC1	1.2305
SH3GL3	-5.16
RIF1	-0.368214285714286
PRLH	-0.344
VLDLR	-1.4355
DBT	0.176125
C21orf63	-0.34075
CGGBP1	-0.703
KRTAP12-2	0.1295
TADA3L	-0.50425
ZBTB16	0.5325
PDGFB	0.379375
RFX1	0.5915
UQCRB	0.1386
LOC133874	0.753
HPS3	-2.6625
LGALS3BP	1.3897
DKFZP564O0823	4.53085714285714
MRFAP1L1	-0.6405
HOXA10	1.81183333333333
NGB	-0.023
KIF21A	1.28838461538462
IFLTD1	0.8175
LZTS1	-1.979125
ARHGEF3	-0.0635
RHBDL3	0.4685
CSNK1G2	0.2
ChGn	-1.905125
KIAA1244	1.4905
GABRB2	0.016
MGC72080	-0.107
CD27	3.2425
EGLN1	-0.8562
PEX13	-0.0205
RWDD3	-0.56175
RNF12	0.113666666666667
GRIN2B	2.7735
ADAMTS14	-0.5325
DYDC2	-2.02883333333333
ATP6AP1	0.5919
NR1H2	-0.062
PDK2	-0.12425
C3orf17	-0.500333333333333
SLC38A2	-0.557928571428571
SLC25A29	-0.755166666666667
C15orf29	0.4835
ADAM9	-0.0475
TMUB2	-0.297375
GPR176	-1.02175
AGK	-0.654125
MCCD1	-0.0105
NDUFA4	-0.87925
TMEM146	-0.1465
DUSP1	0.246125
UNQ6975	0.4205
EMX2OS	0.226
INSM2	-0.1235
LUZP4	-0.46875
SETD6	-0.361
P2RY2	3.082
SLC45A2	-1.875
RABGAP1	-0.285
UBXD5	-0.14175
GPRC5A	2.1991
PAK3	-0.984
LOC63920	-2.0545
TGFBR1	-0.3942
KRTAP6-3	0.3055
SFMBT2	-0.89075
CDC42	0.912125
C11orf35	-0.263
TTLL2	0.06675
UACA	0.890083333333333
CD97	0.9458
SETD5	-0.138625
NINJ2	-1.146
PTER	0.343
POMGNT1	-0.54575
KRTAP4-2	0.0615
ECGF1	1.44325
HRB	0.193272727272727
ATP1B2	-0.2077
LOC400506	-0.8975
COL4A3BP	0.31575
C6orf97	0.5015
GRHPR	-0.707875
TAS2R1	0.0635
SEMA7A	-0.93475
EDF1	-0.442
ODF2L	0.573
PCID2	-0.237666666666667
GTF2H4	-0.538166666666667
ZCCHC3	-0.115125
CGB2	-0.1895
NEUROD1	0.78425
C20orf75	-0.672
RP5-1054A22.3	1.62733333333333
IFNA5	-0.307
ZNF134	-0.73225
MGC119295	0.1397
ZSWIM6	0.00587500000000002
SMEK1	0.476
PCGF2	-0.162625
C1orf102	-0.3895
CYP2A13	0.404
KCNH6	0.103
MDM1	-0.4591
ALDH7A1	-0.0931666666666667
C9orf75	1.33875
VDAC3	0.311875
OR51T1	-0.276
EIF3F	-0.371666666666667
KCNJ10	-0.3885
LENG8	0.69375
EDEM2	0.636833333333333
CCNJL	1.217
DHX37	0.383
CRYGN	-0.4265
AATF	0.139375
ZNF630	0.469125
E2F5	0.4235
WFDC13	0.02975
FTSJ3	-0.521
C4orf33	-0.1805
LHFPL4	-3.05525
C19orf56	-0.60525
SMAD4	-1.079
AFM	-0.181333333333333
G0S2	-1.0385
FCHSD2	-0.2283
RRP1B	-0.563
EEF1B2	-0.0366666666666667
STAT6	0.895666666666667
ZNF195	0.257
GNL1	-1.005
ZNRF2	0.1865
PER3	-1.932875
ASB16	0.153
C10orf10	-0.207285714285714
ADCY8	-2.863
C9orf58	-2.4985
ARMC10	0.0228333333333333
PSG1	-1.3655
DHX34	0.31225
VARS2	-0.803625
NFIC	-0.58175
ITPR2	1.036
AGXT2	-0.674833333333333
OR6K3	0.227
H2AFZ	-0.599833333333333
MLLT3	1.54791666666667
COX4I2	0.79375
CCNT2	-0.733875
PLK4	-0.891625
NUMBL	0.170666666666667
MED16	0.06625
PLEKHQ1	-0.22025
GOSR1	0.368388888888889
BTG4	0.25225
RPL30	0.204
IGSF5	-0.81625
IGFL2	4.726
ELMOD2	0.391666666666667
SHC3	1.52983333333333
HAVCR1	2.085
DYNC2H1	-2.354125
RNF5	-0.403333333333333
C2orf7	0.3235
NLF1	2.339
KLHL25	0.80625
LRP10	1.0308
KRI1	-0.24775
PUS7L	0.210833333333333
MGMT	-0.9135
HOXD1	-1.6335
CSH1	0.0378
ATG16L2	-0.48425
FLJ44635	-0.1955
CHODL	-0.61925
EXOSC8	-0.886
SLC28A1	-0.07875
MYO7B	1.79816666666667
SEH1L	0.4633
MTNR1A	0.689666666666667
TSPAN5	0.224666666666667
CDC45L	-1.381
AMIGO1	0.2265
ATAD3A	-0.0045
OSGIN2	-0.0506666666666667
PDIK1L	0.069
DARC	1.4985
PIPSL	-0.2935
SHMT1	-0.555
CRISP3	0.8155
POPDC2	1.359
ZRANB2	-0.507333333333333
FBXL8	1.49375
TRIP13	-0.992727272727273
EIF5AL1	0.831
POU5F1P3	-2.71466666666667
IL6	-0.924166666666667
CXorf38	1.28966666666667
IFNA16	-0.2325
FBXL2	-1.4975
BRD1	0.1005
STATH	0.38925
FBXO44	-1.6025
MCCC2	0.31575
CDC2	-0.8102
C5orf23	-1.37425
IVD	1.14983333333333
C10orf122	-0.6705
MSL3L1	0.4252
MVP	0.944
EPOR	-1.2204
ZMYM1	-0.454166666666667
BCL7C	0.260833333333333
PSTPIP2	-0.0775
LYPD1	-2.231625
OR8G5	0.2165
ZP3	0.305
BCAS4	-0.490833333333333
EDG6	2.05425
ISY1	-0.21475
PRAMEF2	-0.678
CUL1	-0.1825
RNF213	0.727
CCRK	-0.6825
DHX9	-0.25075
C13orf29	0.271
NCKAP1	0.290666666666667
MRPL43	0.0416428571428572
XPR1	-0.52975
PKN2	1.6728
PODNL1	1.228
ZNF333	-0.693875
DALRD3	-0.30325
OPN1SW	0.178
BTBD6	0.17325
C11orf82	-0.8505
OR5P3	-0.612
DUSP11	-0.1165
L1CAM	-1.5775
NEK11	0.389166666666667
OR7E91P	0.14
CNTN3	0.9182
CREB3L2	0.65275
ZBTB37	-0.263
KIAA1324L	1.10575
NDUFB10	0.0975
NUDT2	0.037
GTPBP8	0.05275
CACNA1D	0.43825
PRKAA2	-1.52983333333333
PRDM8	0.251
MGC16075	0.834
KRT14	-1.90385714285714
PP8961	0.8285
MRPL18	-0.33925
ABCG2	-2.249
PACRG	-0.00825000000000001
BBS2	-0.47825
KREMEN2	-2.825
FBXO21	0.2875
HNRPUL1	0.563333333333333
GRB10	-1.0295
CLSTN1	1.122625
LMAN2	-0.19
C17orf61	0.03125
NIPSNAP3A	-0.10225
INSIG2	-1.06166666666667
PCDHB7	-0.8355
STXBP2	0.769625
CMAH	-0.871272727272727
SEMA5B	-1.6815
ZNF155	-0.353333333333333
COQ6	-0.388
PRPF4	0.2265
TSPAN15	3.1237
VN1R5	-0.00949999999999998
LATS2	-0.69225
SELK	0.091
PGK2	0.54975
MS4A1	-0.850375
TYW3	-0.2087
KRTAP5-1	2.06075
RCCD1	-1.04666666666667
BTN1A1	0.26875
DDX28	0.45825
TMEM65	0.6115
LOC92345	0.14
TTC31	-0.174
WDR46	-0.5855
CHP2	2.68466666666667
LSP1	0.36825
ZNF542	-2.13225
EXOSC1	-0.67
ARHGAP18	0.839666666666667
LRRTM4	-0.817125
MAOB	-0.32225
CACNB4	-1.45025
MGC33846	0.8905
RANBP3L	-1.16575
ATP5L	-0.21975
ONECUT1	-2.5195
NUDT9	0.152
TMEM149	-1.5915
STX17	0.33325
IGSF10	-5.0215
TMPRSS9	0.873
BMPR2	0.196333333333333
ALLC	-0.06275
KLF7	0.691
GCC1	0.1285
TIMM9	-0.51475
CDO1	-2.48683333333333
MGC10701	-1.32916666666667
IFI6	-0.370166666666667
FRMD8	-0.0755
MGAT2	-0.04125
WBP5	0.0728333333333333
CNIH2	0.1925
KIAA0907	-0.7789
KCNH8	1.2615
CTSG	-2.2935
GRIK1	-0.741166666666667
CUL5	-0.026375
FRMD1	1.1505
OR9A4	0.6065
SYT6	-2.17775
FOXD4L2	0.169
ANAPC2	-0.651833333333333
OPN5	-0.6455
TAF13	-1.00025
LYG2	-0.2095
GGNBP1	0.382
C11orf40	0.5405
OTX2	-1.088
REG4	5.19883333333333
EIF5	-0.4433125
PALB2	-0.46775
SEPSECS	-0.0788
RNASE3	-0.311
TRIM49	-2.2615
POLR2K	0.2924
GPR42	-0.173
C8B	-2.47775
SASS6	-0.482
PREB	-0.214
OR3A3	0.342
TUBA8	1.050125
IGLV2-14	-0.564
STIL	-0.8935
ANKFN1	-1.649
NME7	-2.12875
HOXC12	-1.14975
UBE2C	0.4975
FHOD1	-1.092375
CDK2AP1	-0.514583333333333
OR6K2	0.5225
DHPS	-0.659
RPL5	0.0430833333333333
TRGV5	-0.011
LOC541472	-0.01575
HCCS	0.1307
DENND1B	0.037
LHX3	0.224
OR5D16	-0.154
CXorf57	-1.074
IRF2BP1	0.9275
NDST2	-0.111666666666667
LCE3D	-0.537
BOLL	0.17925
SYT3	-1.2895
PIH1D2	-1.5335
C20orf7	0.275333333333333
IL1R2	3.9455
SLAMF9	-0.2905
PPME1	0
PIK3CA	-0.6515
TRAPPC1	0.24975
COLEC10	-0.716
SLC9A6	0.295
PDDC1	0.557583333333333
CCDC53	1.4325
GK3P	1.05525
DAZL	-0.291
BRI3	0.27375
SDK1	-1.631125
CYP2C18	2.22825
IFI44L	1.404375
RPL3L	0.365
FUT9	-1.275
KIFC2	-0.295
PMP2	-0.220571428571429
SLC4A9	-0.3905
PLAG1	-0.4555
MYCBP2	-0.197333333333333
OR4E2	0.461
CCDC65	-0.07425
C16orf82	-0.0975
ENTPD4	0.89575
BRP44L	0.222375
PMP22CD	0.05325
TMCO4	0.647666666666667
KCNN1	-0.8135
WDR35	-1.07225
CCDC80	-0.949625
C3orf31	0.44875
SLC7A9	-2.48325
TMEM190	-0.886
DBC1	-1.353
FADS3	-1.47066666666667
PDZD8	1.8935
GRM5	0.27625
AZGP1	1.1186
PEX3	-0.0685
MED1	-0.376428571428571
ATG4C	-1.20333333333333
HNRPH3	-0.812375
FAM109B	1.0595
C4orf17	0.084
CA10	-0.211
OPRD1	-0.5355
CCL16	-0.991
SACM1L	-0.5985
CST6	1.86275
CD63	1.125375
LGI1	-0.7945
ZNF784	1.198
CRYBB1	-2.034
CX3CL1	0.0148
TOP2A	-1.102875
GYPB	-3.689
GADD45GIP1	-0.32
FEN1	-0.446
IGF1R	-1.484125
WDR72	1.423
PURG	-1.57883333333333
DEFB126	1.18125
PKD1L1	0.5495
CAV1	-2.4622
GNPDA2	-0.3775
DGAT2	1.311375
NLGN1	-3.89
STRBP	0.096875
HPRT1	-0.312166666666667
FANCI	-1.0035
PSMA7	0.340625
DBF4B	-0.375166666666667
TTF1	-0.60025
RAD54L	-0.72025
ELOF1	-0.10775
PLAGL2	1.3285
ZNF256	-1.96725
HMGCL	1.20575
MSI2	-0.3395
RPESP	0.0223333333333333
C11orf60	-0.90575
ABCD1	-0.5475
ACAA1	0.1741
SPARCL1	3.89107142857143
IL6ST	-1.3047
ZNF319	-1.049
TMEM109	-0.3662
FAM90A1	-2.0485
IL22RA1	3.5975
ATP4B	-0.709
TEC	-0.0295
C7orf30	-0.69825
TXNDC2	-1.18033333333333
ABCB4	-0.856
KIAA1191	0.16525
C9orf38	-0.0945
SFTPB	0.462125
CNTNAP2	-2.1085
FRK	1.747
TBX19	-0.5235
CHD4	-0.12625
C6orf26	-0.636666666666667
MOSC2	0.74125
IKBKE	1.41325
HIF1A	-1.88966666666667
LOC595101	-0.529
RELA	0.359166666666667
TMEM16B	-1.42883333333333
ABHD12B	1.94625
TSEN34	0.10475
KIF18A	-1.35675
TXNDC9	-0.545666666666667
SPATA2L	1.16
SEMA4G	1.2045
C21orf91	-0.7985
MATN1	-0.5245
KCNIP4	-0.130166666666667
TUSC1	1.42125
OR4C15	0.31025
ARMCX6	-0.489666666666667
WBSCR27	-1.47433333333333
OR52I2	0.469
KIAA1604	-0.381
DYNC1I1	-1.67025
PPP4C	-0.07
SLC47A2	-1.96133333333333
TREH	0.548
CD48	0.228666666666667
ST14	3.44816666666667
PKN1	-1.26475
SPON2	2.1575
XBP1	-0.1155
SFRS12	-0.9025
EFCAB6	-0.01425
SELT	-0.7495
SLC39A2	3.598
ERF	0.0568333333333333
ARL3	-0.888375
SURF6	0.7912
MLLT10	-0.416380952380952
FLJ11171	0.0961666666666667
TDGF1	-0.856666666666667
ERCC6	-0.51675
EIF2AK4	0.759125
BAZ1A	0.302833333333333
LRRN3	-0.743
TMC3	0.022
EFTUD1	-0.40925
PTPRO	3.70433333333333
CLEC12A	0.4305
ACBD4	0.36725
ZDHHC14	-0.264
OTUD7B	0.550125
ACTB	1.3014375
MSRA	0.672125
LCE5A	2.4745
IFI35	-0.50125
BSCL2	-0.344
ANKRD12	-0.322166666666667
CFHR2	0.2415
RGAG1	-1.1015
HSFY1	-0.095
SLC30A5	-0.223833333333333
IMPG1	0.7395
GPR109A	0.206
ZNF185	0.28475
IYD	5.44525
NPCDR1	-0.419
SERPINA13	-2.4165
HMGCLL1	-2.23625
NEUROG1	1.40316666666667
UBQLN1	0.059
LIN37	0.21225
SOCS2	-2.721375
DSCR4	-1.691
XKR6	-0.31225
GPR142	0.17
KRTAP13-3	-0.0205
CCDC15	-2.2035
MOS	0.3575
CD1E	-2.2115
OFCC1	0.230833333333333
FAM83D	-0.4905
SRFBP1	-0.029
C9orf96	0.779
DHDH	0.3865
CCDC90A	-0.0655
RABL3	0.14985
CD320	0.606666666666667
ANGEL2	-0.307333333333333
MRPL21	-0.20575
SMG6	-0.00400000000000001
INSR	1.417375
FLJ14816	-0.4645
GLRB	-2.25966666666667
C9orf89	0.648
CIZ1	-0.239625
URG4	-0.157833333333333
LRDD	-1.3075
CBY1	-0.031
NFX1	0.0895
MTERFD2	-0.393785714285714
C19orf23	0.244
PGC	-2.395
IER3IP1	-1.277
RASAL2	1.38233333333333
C1orf89	-0.9275
SYNJ1	-0.919375
NFKBIE	0.31325
FLJ40125	0.424833333333333
TCEB2	-0.0365
NOG	-1.638
POLR2J2	-0.0491666666666667
HLA-B	1.60775
PCDHA1	-1.1615
PPP2R2B	-1.58225
ARHGEF17	-0.386666666666667
TCF7L2	1.9025
CHD5	-0.6185
ZNF431	-1.32375
TBC1D25	0.541
ZNF800	0.86825
SCUBE2	-2.73781818181818
MYCBP	0.0341666666666666
GPX5	-0.1095
C6orf129	-0.284666666666667
QSER1	-1.1255
ULK2	0.735
PIGO	0.16
NRCAM	-2.24235714285714
SLC35E3	0.095
CSRP2	-1.687
HYPE	0.23425
MAPK15	-0.004
MGC14327	-0.46375
TIMM13	0.0193333333333334
ZNF462	0.30825
GBA3	1.431
TEX13A	-0.097
MCM6	-0.519444444444444
MTRF1	-0.68575
ABCA7	-0.565
EIF4A2	-1.18175
ZC3H10	0.2356
RPGR	1.15733333333333
C20orf94	0.3005
RP1L1	-0.1585
GPR125	0.437
USP22	-0.0892142857142857
OR1L4	0.2695
MLZE	-0.59725
FLJ32065	-1.0205
PTCD1	-0.0075
CRTAC1	-0.0248333333333333
BXDC2	-1.15725
C18orf1	-1.12166666666667
FAM107A	0.0342857142857143
EFNA3	-0.06625
P18SRP	0.1711
CAMKK2	0.94375
KIAA0649	-0.69
NES	-1.471
HS6ST3	-2.32075
PON2	-0.45625
TCP11L2	-0.657
CLEC4A	1.40325
PRR12	0.393
MLXIPL	0.7239
C2orf50	-0.305
ZNF28	0.6655
ENC1	1.782
MAP2K1	-0.66225
FKSG2	0.30725
KIAA0430	0.15125
PTP4A1	-0.440555555555556
GPR156	2.304
GTF3C6	0.13875
UBR2	-0.0114
LOC388272	-1.382
MAK	-0.481666666666667
ACOT4	-0.000250000000000001
STC2	-1.23108333333333
PIGW	-0.845875
SAE1	-0.427
COL6A1	-0.63
OAZ1	0.0285
STMN4	0.44
EDG3	-0.6635
SGCE	-3.045
IL11	-1.22883333333333
PRSS8	3.078875
YIPF5	-0.2925
WNT4	2.77575
CSN2	0.2475
TCF7	-1.138875
TDO2	2.23075
SAMD9	-0.91975
S100A7A	-0.315
MMRN1	0.608833333333333
GKAP1	-0.85975
AKR1C3	-0.298375
RNF19A	-0.278
GMDS	2.79825
YKT6	-0.68725
SPARC	-0.1354
C12orf31	0.31375
UBE2V2	-0.777833333333333
FBXL18	-1.171
KIAA0460	-0.0905
ADAM22	-0.305125
SERPINC1	-5.26775
KCTD21	-0.056
MYOHD1	-0.7575
ZNF37A	-0.151666666666667
GTF3C1	-0.368166666666667
CTSZ	2.49
PRNPIP	-0.66275
DRD1IP	0.00325
NR1I2	4.091
ZNF266	-0.1376
SPAG4L	0.2985
COX4NB	-0.11825
SAPS1	-0.0553333333333333
APOA1	-3.50075
TATDN1	-0.7345
C10orf82	-0.12025
KPNB1	0.19025
FOXO3	0.263833333333333
CRYBB2	-1.088
ZBTB5	-0.561
SLC25A38	0.64375
DCTN2	0.111333333333333
IFT20	-0.18775
CTHRC1	-0.32075
C1orf31	-0.123
UHRF1	-0.80075
GPC6	-1.53425
C10orf54	1.3565
MCF2L2	0.1385
WNT9B	0.117625
OLA1	-0.156625
FAM120B	-0.80625
TTLL10	0.079
CYorf15A	0.91075
RELN	-2.0732
SCN2B	0.417333333333333
MFHAS1	1.19925
NKX3-2	-0.8065
RASGRF2	-0.353
SSBP1	-0.555666666666667
KPNA6	-0.0523571428571429
LOC389118	-0.0855
HS3ST4	-1.0374
SUPT7L	-0.9995
FLJ32658	-2.38225
IGFBPL1	-0.97425
KIAA1641	-0.5772
SHKBP1	0.926166666666667
CSF1R	4.81175
NAGK	0.01625
MYL2	0.195
HIST1H4C	0.0728333333333333
TOMM7	-0.6555
ADAMTSL3	1.1087
TNFSF14	0.341
PRRT2	-1.17625
VTA1	-0.45025
AOAH	5.07083333333333
CRISPLD2	0.739071428571429
PNN	-0.7485
TA-NFKBH	0.30725
ESPN	1.2085
RBM43	-0.782
KIAA1267	0.241125
DDX3X	0.44
KIAA1576	-2.6425
PLXDC1	2.8355
FLJ25801	-3.875
HNRNPL	0.65425
RUNDC3A	-0.0535
CASP12	0.143
SH2D5	-1.577375
RPL26L1	-0.305
OR51A7	0.01075
HDC	3.551
C2orf16	-0.3105
SYTL3	0.306
GOLGA4	0.2550625
NOTCH1	1.23516666666667
ATPAF2	0.31025
ECD	-0.14075
SSX5	-0.815166666666667
SNAP91	0.21775
OCA2	-4.5875
PNPO	0.680666666666667
DAPK1	-1.29466666666667
PINX1	0.790833333333333
SELENBP1	1.553875
NEK3	0.720083333333333
TMED4	-0.175071428571429
SSTR4	-0.0665
FOSL1	-1.3873
CD40LG	0.863
CES1	-1.068
DCI	-0.370833333333333
B3GAT3	-0.7905
STK17B	-1.003
CNTN6	0.68375
CYP3A4	3.4555
MBOAT2	0.0519285714285714
PISD	0.281375
USP1	-1.105
PYDC1	0.478833333333333
CENPM	0.204
SAR1B	0.06525
TTC7B	-1.2925
DP58	0.0545
GPC1	-1.9615
RBL1	-1.2655
TMEM137	-0.614333333333333
TOB1	0.549333333333333
TCEAL1	-0.4105
CENPF	-1.08209090909091
C6	0.692
PRSS1	-0.98825
PPIL6	-0.117
C6orf124	0.1975
ODZ4	-0.558
SNCB	0.2265
NDUFB9	0.5775
CNOT6L	0.301
S100A9	2.389
TRIM50	-0.4975
KCTD1	-2.1115
WDR63	-0.1005
SPEF2	-0.35425
RNGTT	-0.352666666666667
CXorf22	0.344
KCNK16	0.302
CEP250	-0.539625
ATPBD1B	-0.13225
KCNJ2	4.1865
MT1B	-1.993
ZNF684	-1.481
SLC4A1	0.2175
PDHA1	0.928
ZNF492	-1.835
TKT	-0.023
BYSL	-0.415875
RNF38	0.073625
AHDC1	0.3585
KLHL2	0.315875
CMTM8	1.73325
DMP1	-2.235
HERPUD2	-0.53775
CRTAM	1.04883333333333
ZNF572	0.21075
TMEM16J	2.687
HSD17B2	-0.476
UBE2G1	-0.247625
AHSA2	-1.8395
PELI2	-1.8425
TPX2	-0.435625
ATP9B	0.934
DAZAP1	0.7345
HMGCS2	4.399
C17orf38	-0.213
B9D1	0.044375
NKX2-5	-1.04783333333333
KIAA1276	0.0455
LILRB2	3.181
CSTF1	-0.626666666666667
BTN2A1	-0.1575
C15orf48	7.5575
IGF2BP3	-1.32675
FAM113B	0.566833333333333
HRG	-0.08125
ZNF131	-0.89175
USP47	0.439214285714286
CCDC88B	0.2305
HCN1	0.3269
HTN1	-0.519666666666667
SYCP3	-0.0885
C13orf23	0.1357
PAPOLA	0.5184375
AATK	-0.7442
MSH3	-0.118
NDUFAB1	-0.63425
ITLN2	3.742
BAK1	0.992666666666667
MRPL45	-0.6025
MTNR1B	0.725833333333333
LOC645843	0.31
SPECC1L	-0.60675
PGCP	-0.97125
SPN	-0.188375
GPR143	1.6835
ZNF576	0.9185
TMEM39A	0.1062
ATP5D	0.609
MAGEB3	-2.417
RPS5	-0.399333333333333
ANP32E	-1.41114285714286
MTMR1	0.6425
YEATS4	-0.71825
SYNGAP1	0.23
PCOLCE	-1.87933333333333
MNS1	-0.44525
PCYT2	0.776666666666667
ZNF182	-0.49275
LAX1	1.04525
SPPL2B	1.6861
ELOVL5	-1.2743
PCDHAC1	-0.2845
B4GALNT1	-1.929
BLOC1S2	-0.508
ZNF673	-0.629
ARHGAP21	0.484333333333333
IRX5	-2.899375
LRFN5	-0.807333333333333
FAM7A1	-2.19675
RAB19	0.5375
GINS1	-0.52375
ITM2B	0.1099
PAPSS2	3.04266666666667
OR5BF1	0.394
ACSL3	-0.412125
KIAA1919	0.162416666666667
GLT8D2	0.4245
UTRN	0.0681428571428572
CNN1	3.28625
HISPPD2A	1.115
SDAD1	0.272125
SIGLEC9	0.0215
RPL35	0.124428571428571
C22orf26	-0.129
IMPDH2	-0.213625
WDR69	0.00525
SEC14L5	-1.354
CLTA	0.64
RP11-529I10.4	0.17225
GPR37L1	-0.0761666666666667
OGDH	0.254666666666667
ASB13	0.196666666666667
ZFP14	0.61425
ZCRB1	-0.55
KPNA3	0.4015
HSPA1L	-1.33775
RHOC	0.51875
LOC554175	-0.2705
PPP3CA	0.0638
SLC1A7	2.5994
ZNF529	-2.23766666666667
RBED1	-0.0635
DDB2	-0.59025
FLJ11286	0.0636666666666667
SPATA1	-0.2195
MKNK1	0.392666666666667
DYSF	0.783666666666667
ALKBH2	-0.536
NKD1	-0.948833333333333
C1orf174	-0.09575
PLEKHO1	0.1425
ASB10	0.26575
RING1	-1.02666666666667
NPC2	0.575375
AVPR1B	0.2285
YTHDF1	0.3
LMAN1L	0.387
GSG2	0.1965
CEP170	-1.9755
RPS4Y2	1.47625
MSH6	-1.2995
HECTD2	-2.91283333333333
ZNF556	-4.1285
PLEKHC1	-1.7418
AIRE	0.463833333333333
BCL2L10	0.341
LMOD3	0.0443333333333333
ZBTB8	-0.5418
FOXA2	2.4233
SLCO2A1	1.525
C3orf46	0.93
PRDM16	-0.47
TMEM98	1.41475
FRMD5	0.8525
PDE6C	0.1125
C1orf216	-0.706166666666667
EP400	0.295714285714286
PTK2	0.621583333333333
RNF217	0.021
NDUFA8	0.233
ZFAT1	0.1265
LAMP3	2.3595
GLTSCR2	0.45175
NPW	0.0645
LLGL2	1.9102
PPM1K	-0.327833333333333
C20orf177	-0.336
KIR2DL4	0.2589
NFKB2	-0.468
C21orf122	-1.89516666666667
HESX1	-2.359
GPR114	1.35266666666667
SLC25A35	-0.4275
GNAT1	0.4895
ORAI3	-0.12225
FAM76B	-0.82075
TMEM99	-1.9365
TRIM29	-0.3164
CDS1	2.90325
RHEB	-0.6289
C4orf27	-0.649833333333333
RAB3A	-1.0855
OTUD6B	-0.533
GPD1	1.381375
CDH15	-1.13733333333333
NPM1	-0.00978571428571431
TMEM117	1.244
PRPS2	0.90175
GCK	-0.0565
ADRA2A	4.26616666666667
TSPYL4	-1.3905
TASP1	0.266
WDR19	-0.703166666666667
C10orf38	1.75975
PDE4C	0.0771666666666667
FYB	-0.933416666666667
C1orf55	-0.302666666666667
PPFIA3	0.67925
RAD18	-0.189
C12orf44	0.318833333333333
CRYBA4	-0.528
HVCN1	-0.03625
TAF10	-0.088
C16orf48	-1.07566666666667
DEPDC5	1.07533333333333
LTBP1	-1.493
MAPRE1	-0.00774999999999998
FGF8	0.6625
C3orf52	1.669
SENP7	-1.1635
LRRK2	-0.9855
RUNDC2A	-0.224166666666667
KIAA0355	0.468
CPEB1	-2.7655
PPEF2	0.2805
ABI2	-1.19
KIAA0317	-0.12775
ATF1	-0.598833333333333
DYNC1H1	0.56975
DIP	0.18875
TMEM33	1.02238888888889
POLDIP3	-0.405
C7orf24	0.12
GPR171	2.76625
CDC6	-0.53
PLD1	-0.3583
ITFG2	0.8032
NDUFC1	0.05475
AKNA	0.4755
NBR1	0.10875
PKHD1	0.4575
HPS4	-0.4667
MAFA	2.0135
ULBP3	0.09575
DIRC1	0.339
IMMT	-0.148
C22orf13	-0.11625
CEL	2.525
MARK3	-0.44125
ADAMTS2	0.0244999999999999
