Hybridization REF	TCGA-AN-A0FT-01A-11R-A034-07
TMEM146	-0.01625
DUSP1	2.387875
UNQ6975	0.9435
EMX2OS	4.2525
INSM2	-0.2185
LUZP4	0.11625
SETD6	0.22
P2RY2	3.42925
SLC45A2	-0.762
RABGAP1	0.987333333333333
UBXD5	0.28
GPRC5A	2.2844
PAK3	-0.288166666666667
LOC63920	-1.15475
TGFBR1	2.0265
KRTAP6-3	0.37325
SFMBT2	0.0755
CDC42	-0.1904375
C11orf35	0.9115
TTLL2	0.4385
UACA	0.714833333333333
CD97	-1.9461
SETD5	-0.146
NINJ2	-0.35475
PTER	-2.56733333333333
POMGNT1	0.3355
KRTAP4-2	-0.0325
ECGF1	2.157125
HRB	-1.29236363636364
ATP1B2	0.7709
LOC400506	0.311
COL4A3BP	2.15875
C6orf97	1.4365
GRHPR	-0.567
TAS2R1	-0.1795
SEMA7A	-1.45825
EDF1	0.80825
ODF2L	0.3561
PCID2	-0.656333333333333
GTF2H4	-0.884666666666666
ZCCHC3	0.0685
CGB2	0.780833333333333
NEUROD1	0.30625
C20orf75	-0.148
RP5-1054A22.3	1.8815
IFNA5	-0.346
ZNF134	-0.824333333333333
MGC119295	-0.7048
ZSWIM6	0.131625
SMEK1	0.738
PCGF2	1.285125
C1orf102	2.543
CYP2A13	2.257
KCNH6	-0.8758
MDM1	0.0398
ALDH7A1	-1.42183333333333
C9orf75	0.565
VDAC3	-2.7085
OR51T1	0.6825
EIF3F	-1.79541666666667
KCNJ10	-0.3325
LENG8	0.73375
EDEM2	0.112166666666667
CCNJL	-0.647833333333333
DHX37	0.543
CRYGN	-0.7225
AATF	2.074625
ZNF630	-1.393125
E2F5	-0.5385
WFDC13	-0.9415
FTSJ3	0.348166666666667
C4orf33	-1.58275
LHFPL4	-2.47925
C19orf56	-0.267416666666667
SMAD4	-0.951625
AFM	-0.516333333333333
G0S2	0.0345
FCHSD2	-0.5284
RRP1B	-0.0644
EEF1B2	-1.0005
STAT6	0.197
ZNF195	0.1445
GNL1	-1.1265
ZNRF2	0.693666666666667
PER3	-0.80125
ASB16	0.83575
C10orf10	1.12007142857143
ADCY8	-2.51166666666667
C9orf58	1.91333333333333
ARMC10	-1.12433333333333
PSG1	-0.613
DHX34	-0.2495
VARS2	0.22025
NFIC	0.248
ITPR2	0.88125
AGXT2	0.0165
OR6K3	0.724
H2AFZ	-1.70025
MLLT3	0.883666666666667
COX4I2	2.54275
CCNT2	-0.999125
PLK4	-2.60275
NUMBL	-0.108833333333333
MED16	0.01525
PLEKHQ1	1.46775
GOSR1	0.983111111111111
BTG4	0.2245
RPL30	0.725416666666666
IGSF5	0.29875
IGFL2	-0.1605
ELMOD2	-0.2775
SHC3	-1.48516666666667
HAVCR1	0.326
DYNC2H1	-1.8475
RNF5	-0.2225
C2orf7	-0.08425
NLF1	2.6975
KLHL25	0.57225
LRP10	0.9956
KRI1	0.201
PUS7L	-1.004
MGMT	-0.6935
HOXD1	0.131333333333333
CSH1	0.2271
ATG16L2	-1.03325
FLJ44635	-0.2075
CHODL	-0.80175
EXOSC8	-1.57325
SLC28A1	0.3495
MYO7B	-0.4245
SEH1L	-0.2365
MTNR1A	0.235
TSPAN5	0.7625
CDC45L	-2.449
AMIGO1	-0.513
ATAD3A	-0.547375
OSGIN2	0.946166666666667
PDIK1L	0.0183333333333333
DARC	2.070625
PIPSL	1.2855
SHMT1	-1.7735
CRISP3	-0.2415
POPDC2	2.1835
ZRANB2	-0.771666666666667
FBXL8	1.57875
TRIP13	-2.55136363636364
EIF5AL1	-0.764
POU5F1P3	-4.3015
IL6	1.35
CXorf38	-0.0953333333333333
IFNA16	0.501
FBXL2	2.95283333333333
BRD1	-0.1165
STATH	1.00375
FBXO44	0.327666666666667
MCCC2	0.64125
CDC2	-2.7388
C5orf23	-0.05425
IVD	-0.445833333333333
C10orf122	-0.46675
MSL3L1	-0.1852
MVP	0.507
EPOR	-0.0124
ZMYM1	-1.3095
BCL7C	1.0135
PSTPIP2	0.6553
LYPD1	-1.3495
OR8G5	0.5455
ZP3	-0.372
BCAS4	2.83283333333333
EDG6	1.95075
ISY1	-0.723
PRAMEF2	-0.62
CUL1	-1.335875
RNF213	0.468
CCRK	1.41775
DHX9	-0.629125
C13orf29	-0.49275
NCKAP1	1.71316666666667
MRPL43	0.662
XPR1	0.12325
PKN2	1.2483
PODNL1	0.874
ZNF333	-0.364875
DALRD3	0.117
OPN1SW	0.37
BTBD6	0.7945
C11orf82	-3.6475
OR5P3	0.27
DUSP11	-0.982
L1CAM	-0.7544
NEK11	1.247
OR7E91P	1.3295
CNTN3	2.6483
CREB3L2	0.9605
ZBTB37	2.3295
KIAA1324L	0.2505
NDUFB10	0.267166666666667
NUDT2	-0.12875
GTPBP8	-0.02525
CACNA1D	0.690375
PRKAA2	-2.13283333333333
PRDM8	0.1495
MGC16075	-0.698666666666667
KRT14	-1.07228571428571
PP8961	1.370375
MRPL18	-0.098
ABCG2	-2.84275
PACRG	0.93475
BBS2	0.24475
KREMEN2	2.5105
FBXO21	0.31225
HNRPUL1	-0.138583333333333
GRB10	-0.47975
CLSTN1	1.387625
LMAN2	-0.7683
C17orf61	0.80425
NIPSNAP3A	0.1565
INSIG2	-2.32916666666667
PCDHB7	-0.181666666666667
STXBP2	0.6225
CMAH	0.4745
SEMA5B	0.84575
ZNF155	0.414
COQ6	0.017
PRPF4	0.336
TSPAN15	2.714
VN1R5	0.0155
LATS2	1.67125
SELK	0.9605
PGK2	0.492
MS4A1	-1.762375
TYW3	-0.00489999999999999
KRTAP5-1	1.986
RCCD1	-1.84366666666667
BTN1A1	-0.0195
DDX28	0.55575
TMEM65	0.8545
LOC92345	0.51225
TTC31	-0.52775
WDR46	-0.730166666666667
CHP2	-1.18083333333333
LSP1	0.739125
ZNF542	-1.302
EXOSC1	0.2765
ARHGAP18	-0.187666666666667
LRRTM4	-0.885875
MAOB	3.814
CACNB4	4.076
MGC33846	0.97125
RANBP3L	0.712125
ATP5L	-1.005375
ONECUT1	1.0725
NUDT9	1.02525
TMEM149	0.78
STX17	1.01475
IGSF10	-4.29925
TMPRSS9	0.301
BMPR2	1.35741666666667
ALLC	-0.593
KLF7	0.200875
GCC1	-0.6155
TIMM9	-0.89425
CDO1	0.0655
MGC10701	0.452666666666667
IFI6	1.98266666666667
FRMD8	0.60825
MGAT2	0.6125
WBP5	-1.4655
CNIH2	0.69
KIAA0907	-0.933
KCNH8	-0.3875
CTSG	-0.5615
GRIK1	-0.9748
CUL5	0.617875
FRMD1	1.445
OR9A4	0.323
SYT6	-0.56175
FOXD4L2	2.58025
ANAPC2	-0.352833333333333
OPN5	0.383
TAF13	-0.125
LYG2	0.047
GGNBP1	0.149
C11orf40	0.443
OTX2	-0.769
REG4	0.2955
EIF5	-0.947375
PALB2	-0.7715
SEPSECS	-1.242
RNASE3	0.36625
TRIM49	-2.2185
POLR2K	0.9977
GPR42	0.589
C8B	-2.86825
SASS6	-0.511
PREB	-0.759166666666667
OR3A3	0.31
TUBA8	1.25325
IGLV2-14	-2.40975
STIL	-3.19925
ANKFN1	-0.966
NME7	-1.87575
HOXC12	2.44625
UBE2C	-1.13525
FHOD1	0.161625
CDK2AP1	-0.131583333333333
OR6K2	0.018
DHPS	0.4745
RPL5	-1.53916666666667
TRGV5	1.0535
LOC541472	0.5965
HCCS	-1.2922
DENND1B	1.6235
LHX3	0.9355
OR5D16	0.816
CXorf57	-3.17983333333333
IRF2BP1	1.56025
NDST2	0.218833333333333
LCE3D	0.9865
BOLL	0.5355
SYT3	0.00799999999999999
PIH1D2	0.52675
C20orf7	-0.845166666666667
IL1R2	-0.986666666666667
SLAMF9	1.4965
PPME1	0.17025
PIK3CA	-0.416
TRAPPC1	-0.12475
COLEC10	-0.74725
SLC9A6	-1.29383333333333
PDDC1	-0.122666666666667
CCDC53	1.13875
GK3P	-0.91325
DAZL	-0.921
BRI3	-0.44775
SDK1	0.768125
CYP2C18	0.17675
IFI44L	2
RPL3L	0.977
FUT9	-1.1705
KIFC2	0.913
PMP2	-0.563125
SLC4A9	0.1995
PLAG1	-2.248
MYCBP2	1.66316666666667
OR4E2	0.2065
CCDC65	0.01575
C16orf82	-0.26125
ENTPD4	-0.492
BRP44L	-0.581625
PMP22CD	0.437
TMCO4	1.26633333333333
KCNN1	-0.320333333333333
WDR35	-0.5395
CCDC80	2.6095
C3orf31	-0.621
SLC7A9	-0.6885
TMEM190	0.8365
DBC1	1.58
FADS3	-1.62616666666667
PDZD8	1.786
GRM5	0.42775
AZGP1	2.8188
PEX3	-0.632
MED1	3.66557142857143
ATG4C	-1.9805
HNRPH3	-1.79825
FAM109B	1.44075
C4orf17	0.2305
CA10	-0.860666666666667
OPRD1	0.073
CCL16	-0.761
SACM1L	-1.75925
CST6	6.23775
CD63	1.317375
LGI1	-1.66525
ZNF784	1.62975
CRYBB1	-0.7865
CX3CL1	0.64525
TOP2A	-2.54725
GYPB	-2.9395
GADD45GIP1	1.281
FEN1	-2.278625
IGF1R	-0.07025
WDR72	-2.64233333333333
PURG	-1.53966666666667
DEFB126	0.167
PKD1L1	-0.04175
CAV1	-1.9055
GNPDA2	-0.6162
DGAT2	0.14725
NLGN1	-3.82
STRBP	-0.036375
HPRT1	-0.9085
FANCI	-2.093125
PSMA7	0.463875
DBF4B	-0.6705
TTF1	-1.03075
RAD54L	-2.527
ELOF1	-0.40775
PLAGL2	0.712875
ZNF256	-0.117
HMGCL	0.05675
MSI2	0.274166666666667
RPESP	-3.45266666666667
C11orf60	-1.01175
ABCD1	1.594
ACAA1	0.1854
SPARCL1	4.77435714285714
IL6ST	-0.2502
ZNF319	0.263
TMEM109	-1.4051
FAM90A1	0.269333333333333
IL22RA1	-0.1895
ATP4B	1.047
TEC	-0.9515
C7orf30	-1.3945
TXNDC2	-0.707
ABCB4	-0.1425
KIAA1191	0.0975
C9orf38	0.5345
SFTPB	0.30675
CNTNAP2	2.37358333333333
FRK	-0.2485
TBX19	-0.26625
CHD4	-0.17725
C6orf26	-1.2055
MOSC2	0.61575
IKBKE	0.91175
HIF1A	-0.967166666666667
LOC595101	-0.635
RELA	0.083
TMEM16B	-0.881
ABHD12B	0.24175
TSEN34	0.60725
KIF18A	-3.75425
TXNDC9	-1.1115
SPATA2L	1.1315
SEMA4G	0.851
C21orf91	-0.982125
MATN1	0.49
KCNIP4	0.0413333333333333
TUSC1	2.676625
OR4C15	0.669
ARMCX6	-0.533916666666667
WBSCR27	-1.50466666666667
OR52I2	-0.098
KIAA1604	0.88925
DYNC1I1	-2.12025
PPP4C	0.675
SLC47A2	-1.23766666666667
TREH	0.00962500000000001
CD48	0.704333333333333
ST14	1.54433333333333
PKN1	-0.951
SPON2	2.5185
XBP1	1.65625
SFRS12	-1.66733333333333
EFCAB6	2.283
SELT	-1.87325
SLC39A2	1.299
ERF	-0.0665
ARL3	0.545
SURF6	-0.8541
MLLT10	-0.923238095238095
FLJ11171	-0.718666666666667
TDGF1	-4.16216666666667
ERCC6	-0.10225
EIF2AK4	0.952625
BAZ1A	0.723166666666667
LRRN3	-0.716666666666667
TMC3	0.527
EFTUD1	-1.049
PTPRO	0.204
CLEC12A	-0.268625
ACBD4	0.695
ZDHHC14	-0.080875
OTUD7B	3.084625
ACTB	0.68625
MSRA	0.298
LCE5A	2.1845
IFI35	-0.2235
BSCL2	0.0798333333333334
ANKRD12	0.22575
CFHR2	0.61575
RGAG1	-0.706666666666667
HSFY1	0.166
SLC30A5	-1.14116666666667
IMPG1	-0.00949999999999999
GPR109A	1.084
ZNF185	-0.0545
IYD	3.64575
NPCDR1	1.2905
SERPINA13	0.5525
HMGCLL1	-1.6705
NEUROG1	2.22766666666667
UBQLN1	-0.6936875
LIN37	1.48
SOCS2	-1.864
DSCR4	-1.7895
XKR6	-2.24075
GPR142	0.8895
KRTAP13-3	0.7205
CCDC15	-1.82183333333333
MOS	0.1145
CD1E	-2.701
OFCC1	0.364333333333333
FAM83D	-5.07825
SRFBP1	-0.4175
C9orf96	0.081
DHDH	0.07475
CCDC90A	-0.4255
RABL3	-0.58335
CD320	-0.759333333333333
ANGEL2	0.162416666666667
MRPL21	-0.67
SMG6	0.797333333333333
INSR	2.284625
FLJ14816	-0.2335
GLRB	-2.03166666666667
C9orf89	1.39525
CIZ1	-0.615125
URG4	-0.384666666666667
LRDD	-0.661
CBY1	0.509166666666667
NFX1	0.435625
MTERFD2	-0.201714285714286
C19orf23	0.6745
PGC	-2.21325
IER3IP1	-0.1661
RASAL2	1.47233333333333
C1orf89	-0.673
SYNJ1	-0.604
NFKBIE	0.8145
FLJ40125	-0.1395
TCEB2	0.2713
NOG	-1.239
POLR2J2	-0.601166666666667
HLA-B	1.0785
PCDHA1	-0.9995
PPP2R2B	-1.4175
ARHGEF17	0.714166666666667
TCF7L2	0.639428571428572
CHD5	-0.294
ZNF431	-1.321875
TBC1D25	-1.0565
ZNF800	0.7205
SCUBE2	-0.336545454545455
MYCBP	-0.711666666666667
GPX5	0.4595
C6orf129	-0.132166666666667
QSER1	-1.42883333333333
ULK2	3.41075
PIGO	-0.0233333333333333
NRCAM	-1.78335714285714
SLC35E3	0.56775
CSRP2	-2.2165
HYPE	2.06525
MAPK15	0.477166666666667
MGC14327	-0.278
TIMM13	-0.218166666666667
ZNF462	-0.71675
GBA3	-0.32875
TEX13A	-0.605
MCM6	-1.22522222222222
MTRF1	-0.468625
ABCA7	0.449
EIF4A2	-2.36275
ZC3H10	0.5554
RPGR	0.296666666666667
C20orf94	2.1845
RP1L1	0.0255
GPR125	-0.529125
USP22	0.859571428571429
OR1L4	0.146
MLZE	-0.095
FLJ32065	-0.65075
PTCD1	-0.07325
CRTAC1	0.0843333333333333
BXDC2	-2.19625
C18orf1	2.5795
FAM107A	1.72721428571429
EFNA3	1.02175
P18SRP	-1.0475
CAMKK2	0.195166666666667
KIAA0649	-0.02025
NES	-1.45216666666667
HS6ST3	3.38475
PON2	-2.01325
TCP11L2	-0.07025
CLEC4A	0.8715
PRR12	1.5265
MLXIPL	-0.8024
C2orf50	0.376
ZNF28	0.00275
ENC1	-0.308333333333333
MAP2K1	-1.171375
FKSG2	0.6905
KIAA0430	0.59075
PTP4A1	-1.76444444444444
GPR156	2.5355
GTF3C6	-1.237
UBR2	0.6058
LOC388272	-1.57375
MAK	-0.110166666666667
ACOT4	2.208
STC2	-2.02916666666667
PIGW	-1.94075
SAE1	-0.866125
COL6A1	1.11577272727273
OAZ1	-0.0605
STMN4	0.135833333333333
EDG3	0.358166666666667
SGCE	-1.74733333333333
IL11	-1.60733333333333
PRSS8	3.420875
YIPF5	-0.8755
WNT4	2.6575
CSN2	0.3745
TCF7	-2.8745
TDO2	2.324
SAMD9	-0.541866666666667
S100A7A	0.0435
MMRN1	0.722333333333333
GKAP1	-0.50975
AKR1C3	-2.413625
RNF19A	1.423625
GMDS	-0.979
YKT6	-0.807625
SPARC	1.3959
C12orf31	-0.74125
UBE2V2	-0.792166666666667
FBXL18	-0.034
KIAA0460	2.7775
ADAM22	-0.607125
SERPINC1	-4.759
KCTD21	-0.23825
MYOHD1	-1.62225
ZNF37A	0.8235
GTF3C1	0.260833333333333
CTSZ	2.207
PRNPIP	-1.656875
DRD1IP	0.74325
NR1I2	-2.27383333333333
ZNF266	-1.5364
SPAG4L	0.447
COX4NB	-0.567
SAPS1	3.4215
APOA1	-3.145
TATDN1	-1.9195
C10orf82	-2.52425
KPNB1	-0.0925
FOXO3	0.546583333333333
CRYBB2	-0.809
ZBTB5	-0.358833333333333
SLC25A38	-0.9145
DCTN2	-0.6125
IFT20	1.43625
CTHRC1	1.60275
C1orf31	-0.15575
UHRF1	-1.072625
GPC6	0.07725
C10orf54	1.475
MCF2L2	-0.0428333333333333
WNT9B	0.1955
OLA1	-0.8455
FAM120B	-0.582
TTLL10	-0.218
CYorf15A	-4.30725
RELN	-1.8419
SCN2B	0.717666666666667
MFHAS1	-1.182
NKX3-2	-0.370666666666667
RASGRF2	-0.1385
SSBP1	-1.4905
KPNA6	0.296785714285714
LOC389118	-0.176
HS3ST4	-1.0021
SUPT7L	-0.962625
FLJ32658	-1.39325
IGFBPL1	-0.5395
KIAA1641	0.961
SHKBP1	0.2295
CSF1R	5.06875
NAGK	-0.219
MYL2	0.06725
HIST1H4C	-0.916
TOMM7	-0.5605
ADAMTSL3	1.8118
TNFSF14	-0.4195
PRRT2	0.80075
VTA1	-1.275625
AOAH	2.32666666666667
CRISPLD2	1.79964285714286
PNN	-0.7359
TA-NFKBH	0.09075
ESPN	1.04375
RBM43	0.2405
KIAA1267	1.603625
DDX3X	-0.416777777777778
KIAA1576	-1.80875
PLXDC1	4.54983333333333
FLJ25801	-3.241
HNRNPL	0.55475
RUNDC3A	0.7635
CASP12	0.315
SH2D5	-0.922875
RPL26L1	-0.794
OR51A7	0.11075
HDC	2.01
C2orf16	-0.00833333333333332
SYTL3	1.32075
GOLGA4	0.6263125
NOTCH1	0.219166666666667
ATPAF2	0.64375
ECD	0.38325
SSX5	-1.487
SNAP91	0.0595
OCA2	-4.98725
PNPO	1.07
DAPK1	-0.872333333333333
PINX1	-0.936166666666666
SELENBP1	1.227875
NEK3	1.30125
TMED4	0.582571428571429
SSTR4	0.2655
FOSL1	-1.9736
CD40LG	0.3585
CES1	-1.3105
DCI	1.262
B3GAT3	0.0643333333333333
STK17B	-0.9395
CNTN6	0.29575
CYP3A4	-0.7755
MBOAT2	2.01164285714286
PISD	-0.16375
USP1	-2.8865
PYDC1	2.56366666666667
CENPM	-1.053625
SAR1B	-0.3475
TTC7B	-1.106625
DP58	-1.3955
GPC1	-0.01775
RBL1	-1.922625
TMEM137	-2.27983333333333
TOB1	2.02441666666667
TCEAL1	-0.405333333333333
CENPF	-1.51836363636364
C6	1.68416666666667
PRSS1	-3.42675
PPIL6	0.920333333333333
C6orf124	2.1405
ODZ4	1.45366666666667
SNCB	1.39525
NDUFB9	0.82475
CNOT6L	1.118
S100A9	1.84416666666667
TRIM50	0.1885
KCTD1	2.3586
WDR63	-0.53975
SPEF2	0.25375
RNGTT	-0.708333333333333
CXorf22	0.917
KCNK16	-0.08875
CEP250	-0.839375
ATPBD1B	-0.2065
KCNJ2	4.6245
MT1B	-1.158
ZNF684	-1.7695
SLC4A1	0.549
PDHA1	-1.154
ZNF492	-1.262875
TKT	-0.864
BYSL	-0.50575
RNF38	-0.204375
AHDC1	0.734
KLHL2	-0.8215
CMTM8	2.99025
DMP1	-1.506
HERPUD2	0.152875
CRTAM	2.25833333333333
ZNF572	-1.53825
TMEM16J	-0.4235
HSD17B2	1.68175
UBE2G1	-0.920375
AHSA2	-2.5035
PELI2	-1.337
TPX2	-3.11
ATP9B	0.553333333333333
DAZAP1	0.672125
HMGCS2	0.282333333333333
C17orf38	0.43575
B9D1	1.728
NKX2-5	-0.147166666666667
KIAA1276	0.38875
LILRB2	4.2105
CSTF1	1.036
BTN2A1	-1.05166666666667
C15orf48	5.26175
IGF2BP3	-3.79625
FAM113B	0.362333333333333
HRG	0.22675
ZNF131	-1.451
USP47	0.547785714285714
CCDC88B	-1.2465
HCN1	-0.6701
HTN1	-0.366166666666667
SYCP3	-0.35375
C13orf23	0.9514
PAPOLA	0.3196875
AATK	0.247
MSH3	1.084
NDUFAB1	-1.516
ITLN2	-0.512333333333333
BAK1	0.116166666666667
MRPL45	1.43683333333333
MTNR1B	-0.131666666666667
LOC645843	0.4045
SPECC1L	0.73375
PGCP	-0.41025
SPN	-0.179875
GPR143	-0.3845
ZNF576	0.7655
TMEM39A	-0.1567
ATP5D	0.0173333333333333
MAGEB3	-3.213
RPS5	-2.4495
ANP32E	-2.55678571428571
MTMR1	1.33925
YEATS4	-1.661
SYNGAP1	0.69125
PCOLCE	-0.1465
MNS1	-1.1905
PCYT2	0.548833333333333
ZNF182	0.10825
LAX1	-0.217625
SPPL2B	1.6502
ELOVL5	-0.9838
PCDHAC1	-0.012
B4GALNT1	-1.40566666666667
BLOC1S2	-0.09175
ZNF673	-0.7588
ARHGAP21	-1.94366666666667
IRX5	4.80775
LRFN5	-0.823666666666667
FAM7A1	-1.6285
RAB19	0.919
GINS1	-1.04225
ITM2B	2.1187
PAPSS2	1.22325
OR5BF1	0.9075
ACSL3	-0.13075
KIAA1919	0.0619166666666667
GLT8D2	2.579375
UTRN	0.790214285714286
CNN1	0.6085
HISPPD2A	1.32933333333333
SDAD1	1.037
SIGLEC9	1.17533333333333
RPL35	-0.233714285714286
C22orf26	0.0825
IMPDH2	-1.58775
WDR69	-1.251
SEC14L5	0.732333333333333
CLTA	0.587
RP11-529I10.4	0.28725
GPR37L1	0.567166666666667
OGDH	0.0383333333333334
ASB13	0.194666666666667
ZFP14	0.00625
ZCRB1	0.5855
KPNA3	1.078
HSPA1L	1.0875
RHOC	0.535375
LOC554175	0.562
PPP3CA	1.1751
SLC1A7	-0.692
ZNF529	-1.62666666666667
RBED1	1.09175
DDB2	-2.57375
FLJ11286	1.10333333333333
SPATA1	0.4235
MKNK1	-0.085
DYSF	1.75333333333333
ALKBH2	-0.50775
NKD1	-2.4395
C1orf174	-0.76925
PLEKHO1	1.0435
ASB10	0.03025
RING1	0.0591666666666667
NPC2	3.087125
AVPR1B	-0.53
YTHDF1	-0.0504166666666667
LMAN1L	0.72
GSG2	-1.9515
CEP170	0.1877
RPS4Y2	-5.3215
MSH6	-2.0215
HECTD2	1.37366666666667
ZNF556	-3.11633333333333
PLEKHC1	-1.3071
AIRE	0.741166666666667
BCL2L10	-0.51525
LMOD3	0.2055
ZBTB8	0.4599
FOXA2	-2.8961
SLCO2A1	3.49775
C3orf46	0.243
PRDM16	-0.103333333333333
TMEM98	-1.88275
FRMD5	-3.182
PDE6C	-0.3025
C1orf216	-0.387
EP400	0.0357142857142856
PTK2	1.23333333333333
RNF217	-0.735
NDUFA8	0.692
ZFAT1	0.31175
LAMP3	0.0273333333333333
GLTSCR2	-0.452875
NPW	4.684
LLGL2	-0.1279
PPM1K	-1.227
C20orf177	-0.023
KIR2DL4	0.6774
NFKB2	-0.02175
C21orf122	0.128
HESX1	-1.22525
GPR114	-0.330833333333333
SLC25A35	0.741
GNAT1	0.2135
ORAI3	1.209
FAM76B	-0.697
TMEM99	-0.3126
TRIM29	-1.9002
CDS1	3.209
RHEB	-1.0106
C4orf27	-1.0235
RAB3A	0.39125
OTUD6B	0.94025
GPD1	0.511625
CDH15	-0.6235
NPM1	-1.53514285714286
TMEM117	-1.004
PRPS2	-0.609083333333333
GCK	-0.6125
ADRA2A	4.626
TSPYL4	-0.414666666666667
TASP1	-1.26975
WDR19	0.1625
C10orf38	-1.44925
PDE4C	-0.280333333333333
FYB	0.694083333333333
C1orf55	0.252166666666667
PPFIA3	-0.22125
RAD18	-1.12275
C12orf44	-0.332333333333333
CRYBA4	0.0015
HVCN1	1.22175
TAF10	-0.0281666666666667
C16orf48	1.43133333333333
DEPDC5	1.7825
LTBP1	-0.5845
MAPRE1	-0.576875
FGF8	0.772
C3orf52	1.63425
SENP7	-0.400166666666667
LRRK2	0.08525
RUNDC2A	1.17633333333333
KIAA0355	0.4335
CPEB1	-0.4115
PPEF2	0.796
ABI2	-0.646333333333333
KIAA0317	-0.249625
ATF1	-0.743666666666667
DYNC1H1	1.92825
DIP	1.41125
TMEM33	1.18977777777778
POLDIP3	-0.724
C7orf24	1.54325
GPR171	2.18925
CDC6	-1.77883333333333
PLD1	-1.4578
ITFG2	0.0752
NDUFC1	0.4495
AKNA	-0.98225
NBR1	0.77975
PKHD1	-0.123625
HPS4	-0.8551
MAFA	2.2595
ULBP3	-0.33475
DIRC1	1.2615
IMMT	-1.60525
C22orf13	0.506666666666667
CEL	0.53075
MARK3	-0.558
ADAMTS2	1.15908333333333
ARPC3	0.369333333333333
TMEM10	0.061375
NPHS1	-1.43575
BRD8	-0.562666666666667
WDR12	-1.40975
IDI2	0.141875
HOXD13	-1.9665
OR8G2	-0.9315
SLAIN1	-3.957
GABRQ	-0.306
NR2C2	-0.828
NKTR	0.0498000000000001
TLE2	1.6485
KIAA0892	-0.543333333333333
AURKA	-0.602818181818182
GPRC5C	-0.861333333333333
TBC1D9B	-0.355
PNPLA6	0.2255
AP3B1	-0.02375
NAG	-1.099375
C11orf68	-0.31625
AKR7A3	1.49775
AHCYL1	-0.287166666666667
COP1	-0.076
RPP14	-0.423833333333333
PCDHB18	-0.0755
CDH24	2.02825
KRT17	-1.9464
LACTB2	0.00225
DDX24	0.4616
PHACTR1	-1.74216666666667
SLC35E2	0.23425
LOXL1	0.5985
IQSEC2	1.596
RGSL1	-0.0055
PCDHGC5	0.709
MEGF10	-0.265625
PRRX1	1.85016666666667
ASTE1	0.104166666666667
C6orf159	-1.79275
MYOD1	2.2725
GAA	0.93475
ZNF747	0.79825
KLRC1	-2.014375
IL1RL2	0.506
GDF9	3.458
GPR119	0.779
TRAF2	0.605833333333333
HCK	3.1945
BMP6	-2.0525
IL8RA	0.8295
FLJ35848	-0.70675
EFHA1	0.3185
CDSN	-0.511333333333333
C14orf54	-0.4026
LSM3	-1.33475
ZFP41	0.1555
C9orf126	-1.41633333333333
VIT	-2.3525
SPCS3	-0.9
DEF8	-0.6589
CHAF1A	-1.99633333333333
C1orf165	-1.49116666666667
ZFPM2	0.983333333333333
FTH1	-0.59125
SLC35F1	-1.4085
YWHAH	-0.14325
C17orf66	0.201833333333333
ADRB1	0.250333333333333
FOXL1	0.5155
RG9MTD3	0.9235
UMPS	-0.5395
MGC13008	0.4145
KIAA1161	1.0125
CCDC77	-2.08475
C12orf65	-0.3469
COG4	-0.390833333333333
RCP9	0.818416666666667
RP4-692D3.1	3.61633333333333
CDC2L5	0.952
MGC7036	0.203166666666667
DNAJC11	-0.5605
GDF2	-0.105833333333333
TIMM17A	-0.53325
HNRNPA0	-0.2678
OR2H1	-0.175
PCBP1	-0.627125
COL23A1	-1.57575
LRRC2	0.220857142857143
NSD1	0.301214285714286
FLJ37078	-0.84975
WDR91	-0.200333333333333
TMEM179	0.19425
DSCR10	0.483
CNDP2	0.3128
FYN	-0.4955
BEX2	-4.339
KCND3	0.755
YPEL5	0.902
LRRC42	-3.851
C17orf45	-0.9445
ZNF649	-0.7265
LOC150763	1.514375
COL5A2	3.27341666666667
CNGA2	0.3745
ELA2B	-0.670333333333334
RAB9B	-1.13
FAM100A	0.777
NAIP	-0.994857142857143
MYOZ2	-0.35175
SPATA12	-0.635
XRCC4	-1.312
CYB561	1.3413
CHST10	-1.4305
BAI1	-1.06066666666667
BRSK1	0.575666666666667
C17orf89	-0.50825
PDE6H	-1.998
FLJ20309	0.7205
MAP7	1.11325
SCN4B	2.0405
SPAG9	-1.350375
SERTAD1	1.00933333333333
FLJ21963	0.0265
ANTXR1	0.3971
TMPRSS13	2.204
ETV7	2.524
DGAT1	0.0595
NKIRAS1	-0.5435
TAC3	-2.91775
CORO1C	-0.62025
RAD54B	-1.039
HRASLS3	2.32733333333333
C21orf42	0.0535
BARD1	-0.651833333333333
ZNF177	-1.009
MIP	-0.348
ZNF442	0.8145
F2	-3.3599
GRIA1	0.2515
GALNTL2	1.81333333333333
WNT5A	-0.9548
LENG9	0.331
hCG_25371	-2.406
FOXR1	0.7
TRA@	0.5482
PWWP2	1.6795
C1QTNF7	1.61233333333333
SLC7A4	3.353
C4orf7	-0.7795
C17orf80	-0.911833333333333
KLK4	0.809333333333333
IL31	-0.3475
TMEM176A	4.94125
CTNNB1	-0.4224375
BHLHB2	-0.0855
TMEM185B	0.421666666666667
ARD1B	0.126
C1orf93	1.3525
BRUNOL4	-0.751166666666667
LOC541469	2.75733333333333
UPK2	0.68975
GAS8	1.38583333333333
PATE	-0.3055
IMPACT	0.4675
WNK4	2.24233333333333
HNRPLL	-1.800625
GAD2	-0.0525
