Hybridization REF	TCGA-C8-A12T-01A-11R-A115-07
KCNH1	0.5955
VNN3	0.543285714285714
PSMAL	2.20975
PPARD	-0.110875
HFM1	-2.22825
YBX1	-0.084
ZNF695	-0.2705
SCTR	-0.6385
DCDC1	0.0425
VPS26B	1.0897
MTF2	-1.06483333333333
ATP6V1F	-0.46775
CCDC94	-0.19925
PERF15	0.457
CCL11	3.53275
LMO7	-0.139375
DCST1	0.0775
ADRBK1	0.22925
CDRT4	-0.1295
ZNF84	-0.16075
HOXD8	1.697
STARD8	-0.433166666666667
FOXP2	-0.809625
CCDC103	-0.54675
POLR3A	0.3734
GSC	-0.248833333333333
ZNF114	-1.28233333333333
HTR7P	0.355
LALBA	0.071
RMND5A	0.293333333333333
PSCD2	1.448
ZNF409	0.1225
KRTAP1-3	-0.0496666666666667
MAF1	-0.04575
LOC201725	-0.737666666666667
NRN1	-0.744
SPAG5	1.09016666666667
DNAH7	1.611
FLJ43860	-0.105
BRCA2	-0.1795
ACADM	-0.016375
CXXC6	-1.889
RAGE	-1.38425
CHMP2A	1.633
FAM8A1	0.2777
GPR21	0.423
SLC12A3	-2.99733333333333
FVT1	0.335785714285714
ZDHHC7	0.19625
FLJ44048	1.11575
SLC44A3	1.33366666666667
SDSL	0.1515
MMP8	-0.8145
PLA2G12B	-4.29216666666667
ACY1	-0.6375
MT1E	-0.642833333333333
OR4K15	1.294
TECTB	-0.393
GPR20	-1.151
IRAK2	-0.75375
RFPL3	-1.0155
MYO9A	0.366
NARG1L	-0.365583333333333
BLMH	-1.27
CCDC3	2.38566666666667
C9orf21	0.00266666666666666
KIAA0513	0.0806666666666667
MIER2	-0.92425
PNMA2	-1.12983333333333
SH3BP2	0.6498
ANXA10	-1.80325
RTN2	-0.162833333333333
TFB1M	-1.275
PRPH2	5.01425
C14orf133	0.5885
GOLGB1	0.936083333333333
IRX4	1.46075
NFKBIL1	0.246833333333333
C10orf62	-0.65975
APBB3	-1.094
RPS10	-0.2305
LOC728378	1.79625
TLE3	0.901166666666667
PSMB7	-1.099625
MESDC1	-0.4095
SLC6A1	1.8295
OCLN	1.24825
PTTG3	-1.126
NAGLU	-1.132
SERTAD4	2.544875
SPRY1	0.356
FLJ10781	-0.18575
MYSM1	-0.4255
TRIM4	0.430857142857143
SH3YL1	1.55625
TREM2	3.45233333333333
SERPINI1	1.8715
HDHD3	-0.05825
TMEM38A	-0.8135
EID2B	-1.2955
TDRD3	0.771666666666667
SEDLP	1.80025
THSD7A	1.0935
NDST3	-2.33775
KLHL15	-0.864166666666667
DHRS12	1.1165
FBXO9	-0.360857142857143
TNPO1	-0.65175
MRPL13	0.467833333333333
SNX5	-1.24466666666667
METTL6	-0.32075
SOD1	0.9675
CHML	-0.776
PACS1	1.814625
SIRT5	-0.4142
CAPN2	0.435333333333333
FXYD5	-0.965166666666667
TWISTNB	-0.645625
LRFN1	-0.2825
UBE1L	1.120875
UBE1C	0.4415
OR51B2	-0.34
OR4D11	0.7035
C15orf2	0.4045
NR4A1	-0.0333333333333333
LOC339047	-2.08825
TRIM17	-0.80375
ATP5G3	-0.818571428571429
RPL15	0.0965
ADAMTS8	3.222
HOXC4	0.2975
C14orf37	3.164
CEACAM5	-1.1045
MYT1L	-1.3244
RASA2	0.459125
OSBPL7	-0.863
STAG1	0.2025
GIMAP4	4.29366666666667
FUT3	0.330333333333333
PIF1	-2.658
LPIN2	-0.1334
SH3PX3	0.95425
PDP2	-0.44825
PAPD1	-0.27525
ERP27	4.4035
APOOL	-0.561
DIABLO	0.1965
TRHR	0.484625
ARMC9	0.20675
RNF152	3.25175
SLITRK3	0.560333333333333
ZNF211	1.5822
PFDN1	-0.018625
RGS11	0.78025
HS6ST1	0.9867
AKR1D1	-1.9585
TNP2	0.228333333333333
STK31	3.43733333333333
EML4	-0.949833333333333
SGTA	0.0123333333333333
HIST1H2BI	-1.20216666666667
PSMD6	-0.891666666666667
KIAA1257	-0.22875
C18orf55	0.316
FLJ20273	2.650875
RPL28	1.271
EPYC	4.071625
NOX3	-0.19
ELAC1	-1.21833333333333
METT11D1	-0.66575
BIN2	0.264833333333333
NACA2	0.562
CCDC17	-1.59475
HM13	-0.4565
UBOX5	-0.38975
UBE2O	-0.371375
UBL5	-0.026
APOLD1	-0.432625
C9orf31	0.25625
TNFSF8	1.014
ARHGAP29	0.62675
PROKR2	0.2835
PDE5A	0.330333333333333
C6orf12	-0.3955
TOM1L1	1.9915
WHDC1	0.020125
FOXI1	1.722
RAB4A	0.8529
TMEM39B	-1.09775
ATPBD1C	-0.04425
FARSA	-0.800666666666667
PLEKHG5	-0.40325
CMAS	-0.0201666666666667
OR7E24	-0.4585
SLC30A1	-0.40225
CDC42EP5	-0.46
PLAC1	-1.24925
KLHL18	0.222583333333333
LBA1	0.65
TAZ	-1.263
CRIP2	1.642875
BTBD11	-0.606666666666667
C16orf72	0.98975
DIO2	3.15
LRRCC1	0.784666666666667
CCDC136	-2.366
PRX	-0.241285714285714
RBM5	-0.1039
TMEM85	-0.619375
TUBGCP4	-1.4215
APLN	2.72825
CDK7	0.253333333333333
SSR2	0.17825
CRELD1	-0.39125
C19orf46	1.63425
GAL3ST4	1.54383333333333
KBTBD10	0.12025
IL28A	0.17725
WDR27	-1.6655
MCM2	-1.05666666666667
SOX14	-0.244
FLJ39743	0.1745
KIAA0922	1.019
HIPK4	0.801
FLJ25758	-0.075
C16orf57	-0.564166666666667
PDZD2	1.75725
MCC	0.23625
HHLA3	-0.0534
ID2	0.38325
C20orf23	1.22466666666667
ZNF688	0.19125
APOC2	-1.4
LOC440093	0.3265
FAM50B	1.39066666666667
PWP1	-0.235
DNAH10	0.04075
HIST1H2BA	0.154
GPR56	0.450666666666667
METAP2	-0.2225
PAN3	-0.0775
STXBP4	-0.15875
PDHX	0.0415
MTA1	-0.194
ZBED4	0.209875
ZNF720	-0.32025
CDK2	-0.850375
RHOJ	0.856
CDC37	0.251666666666667
ZER1	0.19375
GRK4	1.42075
PRPH	-0.6315
POLR2A	-0.217
OGFOD1	-0.53925
NOL5A	-0.4855
PHEX	1.5995
FLJ16478	-0.06725
C20orf117	-0.931875
CAMTA2	1.33725
C11orf74	1.074
DDX17	-0.452333333333333
C5orf27	-0.00912500000000001
PLEKHA2	-1.2713
PDE4DIP	-0.7511
SCN7A	-0.0435
ZNF559	0.196
CXCL10	3.6125
ZMYM4	0.6765
STK32B	1.22213333333333
KIAA0888	-3.0726
TACR3	0.3255
CKAP2L	-1.10575
KIF1A	-0.148166666666667
RSPRY1	1.155
VCAN	2.38125
CYP27C1	0.781
SYDE1	-0.572833333333333
MED12L	-1.643
ZDHHC21	0.954375
NHS	0.9325
TM9SF3	1.71383333333333
DDHD1	-0.19775
MAFG	-0.994333333333333
BICD2	0.5371
C14orf119	-0.2065
C14orf43	0.257142857142857
CDH7	0.07175
ALKBH5	-0.000214285714285689
JUP	0.77975
TMEM41A	0.226666666666667
MAMDC4	-2.023
CBX3	-0.566375
LRRC18	0.44975
RBMXL2	-0.844
PLA2G4D	0.3975
FGF13	-0.269875
KIF3A	0.519166666666667
PDIA6	-0.214
DCXR	0.6295
CASKIN2	0.415333333333333
EHD1	0.279
MARCKSL1	1.38483333333333
ZNF496	0.103333333333333
SCAF1	1.07616666666667
KCTD8	-1.268
TRAF3IP3	0.428714285714286
LSR	0.75025
CXorf1	0.4454
C14orf112	0.564
EIF2B1	-0.08475
OMP	0.667
GSTZ1	0.324
LOC92017	1.35825
ISLR2	1.4305
C12orf36	0.6045
GATA2	1.909
GABRA5	-3.0045
CELSR2	-0.229214285714286
STAM2	0.9611
TNAP	-0.923
PTPMT1	-1.53183333333333
GRP	6.9125
SV2A	-1.004
MAGEA12	-3.92
CACNG1	2.8695
C18orf19	-0.44025
GSG1	-0.494166666666667
PTPRJ	-0.255571428571429
FRMPD1	-0.077
ZNF668	0.689
PLEKHJ1	-0.779875
ADAT1	-0.4243
TMEM50A	0.627
UCN3	0.208
HOOK1	1.8125
IL17B	0.204
MLKL	-0.820333333333333
TTC14	-0.309833333333333
KLHL5	0.406875
CRYL1	0.248
FOXH1	0.015
NFYB	0.316625
PPM1G	-0.33025
GOLGA2LY1	-1.77175
NMT1	-0.8825
HADHA	-0.1323
CHSY-2	3.875
PLEKHF1	0.728285714285714
SAGE1	-2.807
MUSTN1	-0.68675
SUHW4	1.3045
TFEB	0.5525
ZFYVE27	-0.551
ATG12	-0.2945
BMI1	1.77514285714286
ZIM3	-0.26575
MYH4	-0.209
MASP1	-1.48333333333333
KIAA0984	1.34525
RPAP2	0.04675
ASB5	0.87375
BOLA3	-0.858833333333333
MIA3	0.299666666666667
KRT35	0.006
KIR3DL3	-1.446
MRPL51	-0.35
SEMA3F	1.15333333333333
NDUFB2	-0.1915
LOC253012	-0.567
FAM46C	-0.8782
G6PC	-3.03225
CSAG3A	-4.27183333333333
PREX1	0.7925
SLC25A45	-0.368625
MAPKBP1	-0.2
CPE	1.0863
GNB1	0.756875
CXCR6	2.5355
TRIM46	-0.329
C16orf3	-0.197166666666667
HPSE	1.71775
TIGD3	0.847
SPG3A	2.03675
LCAT	-1.74233333333333
ST6GAL1	-1.60594444444444
POMC	-0.782
FLJ36031	-0.345333333333333
NSMAF	-0.1005
SKIL	1.0345
ADSS	0.367
HMGCS1	-1.011
POLR3F	-0.175166666666667
RAB10	0.924875
ZNF277P	-0.06375
ZBTB7B	1.655125
DHRS1	1.07775
ABCC13	3.708375
CNOT3	1.3335
NFKBIA	0.74625
GAK	0.206333333333333
SFT2D2	1.12066666666667
HOXA6	0.6015
CRTC1	-0.13725
LY6D	-0.8835
C20orf72	-0.00316666666666667
CPT1A	-0.9555
LMO1	-2.115
EIF3I	0.16825
PRB4	0.292
MCM3APAS	-1.57175
C20orf132	0.6286
FOXF2	-2.249
S100A12	-0.3375
MLH1	0.129
ACTN1	1.4328
MRPL36	-0.722166666666667
C20orf106	-0.094
FBXO6	1.48416666666667
MKS1	0.7425
CX3CR1	-2.512125
PDE1B	1.202
PLP1	-4.07425
KISS1	-0.166166666666667
C14orf2	-0.768166666666667
TBC1D3P2	-2.015
COMMD6	-0.0375
ANKRD7	-1.91125
PTCHD1	-2.521875
NARS2	0.2235
DOCK7	-0.17225
FAM127B	-0.288375
LOC390243	-0.184
N6AMT2	0.757
ZNF391	-0.643
DNAJB14	0.314666666666667
WRB	-0.68825
BPI	-0.348363636363636
TTC4	0.2225
FAM10A5	1.07975
GOT1L1	-0.2749
MAGED1	0.64075
RESP18	-0.089
WFDC6	0.0305
MT2A	-1.3425
C11orf56	-0.20925
KIAA1432	0.681
ROR1	-1.656
HSD17B14	2.014
ZFAND2B	-0.57375
SAMD4B	0.36525
HEXA	0.260875
HNRNPU	0.0259545454545455
USP39	-0.366375
NRD1	0.03825
R3HDML	-0.17175
FLT4	0.796
OMG	-0.1975
OR52N4	0.118
LOC399818	1.8655
ELA2	-2.20875
VENTXP1	-0.3925
RFC5	-0.9495
OR52L1	0.635
PAX5	1.0465
FBXO2	-1.02875
GMEB1	0.2485
AKT3	0.0568333333333333
CRB1	-1.10783333333333
CTTN	1.0095
UTP15	-0.370166666666667
HSBP1	0.329583333333333
PHF11	1.6575
NDEL1	0.504
USP8	0.3685
BAIAP2	0.1049375
SI	0.667333333333333
ARSJ	-0.135
BAAT	-2.8815
KCNS3	1.92983333333333
LOC126147	0.00666666666666667
TMEM37	-0.554
C1orf162	2.64483333333333
MBD1	0.6123
ITGAL	-0.242166666666667
WDR73	-0.496166666666667
GKN2	0.467
ARFGAP1	0.08175
SLC5A8	2.88466666666667
ZBTB40	0.2238
CYP4B1	6.00833333333333
LYPLAL1	-0.33125
CHST3	0.3125
MAP3K9	0.3735
BTAF1	-0.472333333333333
TFAP2E	-0.0305
RBM35B	0.991
LOC441251	-1.07916666666667
ANKRD25	-0.162222222222222
UQCRC2	-0.573
MAEA	0.7115
HYAL1	-2.9638
RNPEPL1	-0.265
CPSF2	-0.252375
PSD3	-0.3857
ABCA13	0.956142857142857
AGR2	1.66825
GBX1	-0.606
HDLBP	-0.465
ACY3	-0.9895
HECW1	-0.40425
ZNF519	-0.3585
HOPX	2.993125
ZNF304	2.764375
OR12D3	0.005
FKSG43	0.57925
METTL1	-0.450125
MFSD3	-0.8202
PSPH	-0.758
CLCA3	0.029
DARS2	-0.9305
CDC25A	-0.4335
BAIAP2L1	-0.01825
B3GNT5	-0.8755
USP29	0.23875
ARHGEF10L	1.013
ATOX1	-0.262375
ADAM30	0.4885
DNASE1	1.49825
STT3A	0.466833333333333
RAB6IP1	-0.06325
PTN	1.315
C1orf106	-0.272153846153846
HECA	0.9325
RNF122	0.846
SLC22A18AS	-1.02633333333333
GNG8	0.328
ELP4	-0.73225
FAM65A	0.0958333333333334
RPL10A	0.783833333333333
IRS4	1.144
MACF1	0.6808
SEC24D	0.5935
LOC374395	-0.00725
TGFB2	1.377375
MDFIC	0.07725
CHRNE	0.337333333333333
PCMTD2	-0.2925
ATP6V0D1	0.660166666666667
MTA2	0.08425
LZTR1	-0.717333333333333
RAP1A	0.583833333333333
AXIN1	-0.4535
POLR1C	-0.02575
TRIO	-0.481
PLXNA4A	0.385166666666667
C5orf33	-0.22175
DEPDC1B	-2.004625
ZNF473	1.66116666666667
MTM1	0.40875
GPR107	0.1525
CSNK1A1L	0.807166666666667
FLJ14154	0.79425
NLRC4	3.87125
ENPP4	0.807
PADI3	0.493
RNF170	0.327375
CG018	-0.5025
C16orf7	-0.51125
KCNE1	-0.296
NRM	-0.904666666666667
SLC37A3	0.251357142857143
TPD52L2	0.390166666666667
UNC5B	2.97475
C12orf12	0.8184
SDHB	-0.22075
CLRN1	0.327625
NUDT10	1.58133333333333
UGT3A1	-0.37275
FBXW8	0.75375
RHOF	-1.154375
PTPLAD1	0.319625
MYO3B	-1.36575
DERA	-0.961
TPP2	-0.40325
C19orf53	-0.717833333333333
GINS3	0.25425
ST6GALNAC5	1.5945
CHSY1	0.34875
MGC15705	0.6245
GPR83	0.0741666666666667
EXT2	0.628125
DOLK	-0.20175
TUBAL3	-1.5835
ACVRL1	1.9957
ABL2	-0.576
C14orf156	-1.096
PTPRZ1	-4.912125
DIP2C	0.93225
LAMP1	1.345375
RXRA	-0.056
MAP3K5	1.3555
ALKBH1	0.5475
PDLIM7	0.375375
ARL14	-0.6875
SNIP1	0.450833333333333
TIMP3	2.1705
RGS3	0.678666666666667
SPAG16	-0.8372
ABHD4	0.164
ARHGEF12	1.35183333333333
GLUD2	0.553
RAC2	-1.4671
UAP1L1	-0.6365
SLC18A3	0.4625
YOD1	-0.762583333333333
RALY	0.49725
HMOX2	0.7805
DGKH	0.292
DBNDD2	-0.0255
YIPF4	0.028125
THAP10	0.1425
ZNF513	0.712
HAGHL	-1.38883333333333
ITGB4	0.199166666666667
CCDC141	-2.482
YTHDF3	0.568
C5orf28	-0.122
RPL7L1	-0.139375
TMEM30B	1.31807142857143
ANKRD35	1.9655
DUOXA2	-0.30925
TBC1D5	0.351125
DFNB59	-1.511
HRH4	0.35125
MYO6	1.6328
DNAJA4	2.101
RBM24	0.95175
CEACAM20	-0.025
RBM23	1.01207142857143
NGFB	-0.6765
C1orf63	-1.4471
KRTAP7-1	-0.00999999999999995
PERLD1	2.6665
NPB	-0.142
C17orf59	0.1487
HSPBAP1	-0.99425
SLC15A4	0.380375
PRTFDC1	-0.39875
OSMR	-0.417214285714286
CYSLTR2	-0.108
C19orf25	-0.5009
KIAA1797	0.0815
NLRP6	-0.055
FAM105B	0.5637
SCRN2	-0.990333333333333
LRRC58	0.4612
RNF17	-0.09075
NEIL3	-1.4425
FAM137A	-2.422
SKP2	-2.801
PARVA	1.50408333333333
PKLR	-2.0495
RNF34	0.39
A3GALT2	0.7965
C12orf50	0.1685
SUNC1	-2.35125
FAM102B	-0.224333333333333
CCT2	-0.1975
LRRC37A2	-1.275
ARF4	0.8495
SIKE	0.00187500000000002
C8orf48	2.49583333333333
MBTPS1	1.1955
GPSN2	0.0045
NCF2	3.34575
SLC12A6	0.117833333333333
MRPL48	0.12825
HMGN3	-0.876666666666667
LRRC62	-0.7035
PAX9	1.5265
FAM55A	0.5395
C20orf42	-2.2895
SCML2	-1.32733333333333
BCL9	0.32725
FAM40A	-0.364
C9orf41	0.709
ZNF774	0.232
LETM1	-0.475
PLXNB1	0.181833333333333
NIPSNAP1	0.547375
USP10	0.12225
F9	-0.39225
LIPE	-0.60875
CNGB3	0.8415
C12orf52	0.023
PI4K2A	0.778
MED8	0.249625
STAT4	1.1278
FGD4	0.1165
RNF145	-2.07083333333333
WDR32	1.2515
CLDN2	-0.185666666666667
TCEAL8	0.44825
ZMYND8	-0.7441
PDXK	-0.62809375
GATAD2A	-0.609
PTGES3	-0.3905
CCM2	-0.79375
TAP1	2.12075
ZNF670	0.55
ETS2	-0.0302857142857143
C6orf166	0.117833333333333
PRMT2	0.890642857142857
OR4B1	0.386
INTS8	0.87
CCDC102A	-0.03775
CCDC83	-1.68916666666667
ITGA1	0.7156
EPHA5	-2.2674
FAM24B	-0.718
TSGA10	3.931
HAL	-2.69316666666667
MYOT	0.10925
SPACA3	-0.082
BCL2L2	-0.3775
CUGBP2	0.2845
CCNB3	1.1905
RNF113B	0.20225
MERTK	0.59475
BAG1	-0.2825
VPS36	0.64375
ORMDL3	1.0417
C1orf190	0.06525
ZNF625	0.18825
CORO2B	-2.29025
ALOX15	-0.5955
CST1	2.875
NUPR1	1.70283333333333
CCL7	2.63425
SMCR5	-3.255
DSC2	3.1665
RBMS2	0.923
GRIK4	3.172
TRIM65	0.0649
TMPRSS6	-0.498071428571428
TP53INP2	0.21375
GLB1L	-0.102
LOC388284	0.171666666666667
PUS1	-1.27221428571429
BCL9L	0.778
OLFM1	-0.3465
RET	3.393625
MASTL	-0.700666666666667
ALX3	0.5615
IL1RL1	2.29
ZNF765	0.5138
C14orf138	-0.08325
SNX10	-0.896666666666667
TAC4	0.727
C1orf64	1.26075
POGK	0.1825
MAPK9	0.538
ZNF366	3.46775
C8orf79	1.7399
CLDN7	0.87575
OR5AT1	0.484
TRIM37	-1.0665
LRRC25	3.006
GRHL2	2.4837
TEKT3	0.33275
LASS5	0.2785
ABCC4	-1.42933333333333
DLG3	1.387
VGLL1	0.1685
ZFP36L2	0.863833333333333
MFRP	-0.0456666666666667
KIAA1799	0.47975
FLJ44379	0.038
PCNX	-0.34125
ANXA9	2.235
CYP4V2	1.2404
PIK3C2A	0.81975
SRR	0.651
NOL3	-0.0885
IFITM2	0.5425
ARNTL2	-0.8635
ZNF595	1.45525
NLRP13	1.594
ASPH	1.33075
CPA2	0.361
PVRIG	-1.9765
LEPR	-0.250833333333333
C16orf42	-0.128166666666667
SH3BGRL	1.91325
FAM77D	1.74016666666667
FNDC7	0.4315
C9orf6	0.276166666666667
NOTCH2NL	-0.237
PGBD1	0.215666666666667
SYNGR2	0.4285
PITPNA	-0.14875
PRPF4B	-0.514
SLC43A3	-0.925714285714286
NRBP1	0.938
SLC25A22	-0.40375
ILK	0.86625
SLC22A8	0.317833333333333
MRPS7	0.13125
PITX2	-0.365
FABP3	0.977875
OR1L1	0.8255
LOC728215	2.02025
BLID	-2.25
KIAA1217	2.92735294117647
TFPT	0.80375
AP4B1	-0.8855
VBP1	-0.1205
OR1K1	0.5145
MORC3	0.083
BHMT2	-0.514833333333333
C3orf10	0.690125
FZD7	1.00616666666667
WFDC10A	-0.5765
PMS2CL	-0.448125
CCDC32	0.235
FA2H	1.0355
ALG13	0.078
TTLL7	0.5594
SPOCK3	0.43
SLC13A2	0.5525
AIM1	1.89
GPRC6A	0.5155
EGR2	3.10775
MED11	0.44975
WWC1	2.36675
SH3GL3	-3.8515
RIF1	-0.833714285714286
PRLH	0.1035
VLDLR	-1.4405
DBT	0.9466875
C21orf63	0.49025
CGGBP1	0.027
KRTAP12-2	-0.068
TADA3L	0.199375
ZBTB16	2.69375
PDGFB	2.223875
RFX1	0.3465
UQCRB	0.7059
LOC133874	-1.3345
HPS3	-3.106
LGALS3BP	0.065
DKFZP564O0823	3.64214285714286
MRFAP1L1	0.882875
HOXA10	-0.188166666666667
NGB	1.073
KIF21A	-0.181230769230769
IFLTD1	0.2775
LZTS1	-0.7
ARHGEF3	1.46925
RHBDL3	-1.484
CSNK1G2	-0.529416666666667
ChGn	-0.2645
KIAA1244	2.753
GABRB2	0.3765
MGC72080	-0.566
CD27	2.7105
EGLN1	-1.2051
PEX13	0.43275
RWDD3	-0.30975
RNF12	-0.426
GRIN2B	0.309
ADAMTS14	-0.8285
DYDC2	-0.819833333333333
ATP6AP1	0.3935
NR1H2	0.522333333333333
PDK2	1.13025
C3orf17	-0.158333333333333
SLC38A2	-0.458214285714286
SLC25A29	-1.272
C15orf29	-0.037625
ADAM9	1.00583333333333
TMUB2	-0.417375
GPR176	0.003
AGK	-0.608625
MCCD1	0.358
NDUFA4	-1.16675
TMEM146	0.3125
DUSP1	-0.006625
UNQ6975	1.3975
EMX2OS	4.42725
INSM2	-0.10425
LUZP4	0.7265
SETD6	-0.85325
P2RY2	3.37625
SLC45A2	-2.097
RABGAP1	0.397666666666667
UBXD5	0.160625
GPRC5A	0.7789
PAK3	0.5115
LOC63920	-0.58125
TGFBR1	-0.2238
KRTAP6-3	0.22
SFMBT2	-0.1645
CDC42	0.0963125
C11orf35	-0.38
TTLL2	0.225
UACA	0.867
CD97	-1.4749
SETD5	-0.0145
NINJ2	-0.3955
PTER	1.37516666666667
POMGNT1	0.38875
KRTAP4-2	0.0295
ECGF1	2.062125
HRB	-0.555363636363636
ATP1B2	-0.8137
LOC400506	-0.007
COL4A3BP	1.101
C6orf97	0.07375
GRHPR	0.217625
TAS2R1	1.189
SEMA7A	0.254
EDF1	0.39575
ODF2L	1.1906
PCID2	-0.549333333333333
GTF2H4	-0.4035
ZCCHC3	-0.316375
CGB2	-0.0571666666666667
NEUROD1	-0.65525
C20orf75	-0.3455
RP5-1054A22.3	1.21283333333333
IFNA5	-0.1265
ZNF134	1.82575
MGC119295	-1.5675
ZSWIM6	-0.487625
SMEK1	0.0128333333333333
PCGF2	0.151375
C1orf102	1.68125
CYP2A13	0.3505
KCNH6	-1.2227
MDM1	0.3923
ALDH7A1	0.564166666666667
C9orf75	0.17575
VDAC3	0.74175
OR51T1	-0.24
EIF3F	-0.379416666666667
KCNJ10	-0.44725
LENG8	0.00125000000000001
EDEM2	0.543583333333333
CCNJL	-1.019
DHX37	-0.592
CRYGN	2.043
AATF	-0.057
ZNF630	-0.3
E2F5	0.175
WFDC13	0.181
FTSJ3	-0.712833333333333
C4orf33	1.31125
LHFPL4	-3.39775
C19orf56	-0.249916666666667
SMAD4	0.094125
AFM	-1.208
G0S2	-1.91675
FCHSD2	1.2483
RRP1B	-1.0223
EEF1B2	-1.19566666666667
STAT6	-1.33316666666667
ZNF195	0.06525
GNL1	-0.316833333333333
ZNRF2	1.36283333333333
PER3	0.325125
ASB16	0.10325
C10orf10	1.19178571428571
ADCY8	-3.10983333333333
C9orf58	-1.34616666666667
ARMC10	-0.539666666666667
PSG1	-0.35
DHX34	0.20825
VARS2	-0.136125
NFIC	1.61075
ITPR2	0.51425
AGXT2	0.225166666666667
OR6K3	0.3245
H2AFZ	-0.17975
MLLT3	-0.570166666666667
COX4I2	1.64175
CCNT2	-0.270375
PLK4	-0.745125
NUMBL	0.247166666666667
MED16	0.1965
PLEKHQ1	0.71325
GOSR1	-0.251277777777778
BTG4	-0.253
RPL30	0.837916666666667
IGSF5	0.75525
IGFL2	3.548
ELMOD2	1.306
SHC3	-0.293
HAVCR1	-0.5475
DYNC2H1	-0.34125
RNF5	-0.00866666666666667
C2orf7	-0.17925
NLF1	-0.9505
KLHL25	0.39625
LRP10	0.5693
KRI1	-1.109
PUS7L	0.039
MGMT	1.28975
HOXD1	-0.190166666666667
CSH1	0.471
ATG16L2	-1.2405
FLJ44635	0.5935
CHODL	-0.23525
EXOSC8	-1.56675
SLC28A1	-0.28675
MYO7B	-0.806
SEH1L	-0.5877
MTNR1A	-0.366
TSPAN5	0.5755
CDC45L	-2.19766666666667
AMIGO1	0.609
ATAD3A	-0.76975
OSGIN2	0.0358333333333333
PDIK1L	0.936333333333333
DARC	0.203714285714286
PIPSL	-0.07
SHMT1	0.41475
CRISP3	-0.153
POPDC2	2.17566666666667
ZRANB2	-0.747333333333333
FBXL8	-1.00025
TRIP13	-0.889818181818182
EIF5AL1	-0.9825
POU5F1P3	-4.31266666666667
IL6	-2.10316666666667
CXorf38	-0.4725
IFNA16	-0.1855
FBXL2	1.277
BRD1	0.503
STATH	0.25325
FBXO44	0.204666666666667
MCCC2	1.60525
CDC2	-0.0628
C5orf23	1.36375
IVD	0.844333333333333
C10orf122	-1.83766666666667
MSL3L1	0.4658
MVP	0.39925
EPOR	-1.3565
ZMYM1	-0.1945
BCL7C	0.3925
PSTPIP2	0.3237
LYPD1	-0.651375
OR8G5	0.709
ZP3	0.1795
BCAS4	0.399166666666667
EDG6	0.77675
ISY1	0.60375
PRAMEF2	-1.46925
CUL1	-0.04
RNF213	0.6228
CCRK	0.029
DHX9	-0.00799999999999999
C13orf29	-0.732
NCKAP1	1.7145
MRPL43	1.41314285714286
XPR1	-0.24975
PKN2	-0.5067
PODNL1	1.647
ZNF333	0.136
DALRD3	1.11825
OPN1SW	0.1085
BTBD6	0.5215
C11orf82	-1.49
OR5P3	0.287
DUSP11	-0.3395
L1CAM	-0.9656
NEK11	2.0545
OR7E91P	1.403
CNTN3	3.346
CREB3L2	-0.64475
ZBTB37	-0.152
KIAA1324L	-0.9475
NDUFB10	-0.371
NUDT2	0.3675
GTPBP8	0.37
CACNA1D	0.9715
PRKAA2	0.512333333333333
PRDM8	0.055
MGC16075	-0.8785
KRT14	0.370357142857143
PP8961	-0.27175
MRPL18	0.41925
ABCG2	-2.14825
PACRG	2.0745
BBS2	0.07875
KREMEN2	-2.4815
FBXO21	0.716
HNRPUL1	0.624416666666667
GRB10	0.20525
CLSTN1	0.73725
LMAN2	-0.1816
C17orf61	-1.07225
NIPSNAP3A	0.2185
INSIG2	-0.79
PCDHB7	0.362833333333333
STXBP2	0.25
CMAH	0.70575
SEMA5B	-1.214
ZNF155	0.500333333333333
COQ6	-0.0778333333333333
PRPF4	-0.3015
TSPAN15	2.8614
VN1R5	0.662
LATS2	0.43975
SELK	0.264
PGK2	0.00749999999999999
MS4A1	-1.69125
TYW3	-0.5274
KRTAP5-1	-0.58275
RCCD1	-0.97
BTN1A1	1.1975
DDX28	-0.6135
TMEM65	-0.238875
LOC92345	0.9265
TTC31	0.6725
WDR46	-0.703166666666667
CHP2	-1.5
LSP1	0.38875
ZNF542	1.099
EXOSC1	0.564
ARHGAP18	0.0335
LRRTM4	-1.62828571428571
MAOB	0.644666666666666
CACNB4	-0.38525
MGC33846	-1.341
RANBP3L	2.983625
ATP5L	-1.188625
ONECUT1	-3.4275
NUDT9	0.52325
TMEM149	0.209
STX17	0.5315
IGSF10	-3.7395
TMPRSS9	1.0055
BMPR2	1.24516666666667
ALLC	-0.015
KLF7	0.925875
GCC1	0.2133
TIMM9	-0.6905
CDO1	0.0683333333333333
MGC10701	-0.999
IFI6	1.343
FRMD8	0.98025
MGAT2	-0.30925
WBP5	0.227166666666667
CNIH2	0.81575
KIAA0907	-1.6689
KCNH8	-1.0075
CTSG	-1.6105
GRIK1	-0.317166666666667
CUL5	-0.690375
FRMD1	-0.209
OR9A4	1.1285
SYT6	-1.894375
FOXD4L2	0.43275
ANAPC2	-0.236333333333333
OPN5	0.685
TAF13	0.28025
LYG2	-1.12825
GGNBP1	0.768
C11orf40	0.735
OTX2	-1.505
REG4	0.016
EIF5	-0.5638125
PALB2	-0.53625
SEPSECS	0.2967
RNASE3	0.205
TRIM49	-1.997
